0,1,A,0,0
1,2,A,0,1
2,3,A,0,2
3,4,A,0,3
4,5,A,0,4
5,6,A,0,5
6,7,A,0,6
7,8,A,0,7
8,9,A,0,8
9,10,A,0,9
10,11,A,0,10
11,12,A,0,11
12,13,A,0,12
13,14,A,0,13
14,15,A,0,14
15,16,A,0,15
16,17,A,0,16
17,18,A,0,17
18,19,A,0,18
19,0,A,0,19
20,21,A,0,20
21,22,A,0,21
22,23,A,0,22
23,24,A,0,23
24,25,A,0,24
25,26,A,0,25
26,27,A,0,26
27,28,A,0,27
28,29,A,0,28
29,30,A,0,29
30,31,A,0,30
31,32,A,0,31
32,33,A,0,32
33,34,A,0,33
34,35,A,0,34
35,36,A,0,35
36,37,A,0,36
37,38,A,0,37
38,39,A,0,38
39,20,A,0,39
0,20,A,0,40
1,21,A,0,41
2,22,A,0,42
3,23,A,0,43
4,24,A,0,44
5,25,A,0,45
6,26,A,0,46
7,27,A,0,47
8,28,A,0,48
9,29,A,0,49
10,30,A,0,50
11,31,A,0,51
12,32,A,0,52
13,33,A,0,53
14,34,A,0,54
15,35,A,0,55
16,36,A,0,56
17,37,A,0,57
18,38,A,0,58
19,39,A,0,59
40,41,A,1,0
41,42,A,1,1
42,43,A,1,2
43,44,A,1,3
44,45,A,1,4
45,46,A,1,5
46,47,A,1,6
47,48,A,1,7
48,49,A,1,8
49,50,A,1,9
50,51,A,1,10
51,52,A,1,11
52,53,A,1,12
53,54,A,1,13
54,55,A,1,14
55,56,A,1,15
56,57,A,1,16
57,58,A,1,17
58,59,A,1,18
59,40,A,1,19
60,61,A,1,20
61,62,A,1,21
62,63,A,1,22
63,64,A,1,23
64,65,A,1,24
65,66,A,1,25
66,67,A,1,26
67,68,A,1,27
68,69,A,1,28
69,70,A,1,29
70,71,A,1,30
71,72,A,1,31
72,73,A,1,32
73,74,A,1,33
74,75,A,1,34
75,76,A,1,35
76,77,A,1,36
77,78,A,1,37
78,79,A,1,38
79,60,A,1,39
40,60,A,1,40
41,61,A,1,41
42,62,A,1,42
43,63,A,1,43
44,64,A,1,44
45,65,A,1,45
46,66,A,1,46
47,67,A,1,47
48,68,A,1,48
49,69,A,1,49
50,70,A,1,50
51,71,A,1,51
52,72,A,1,52
53,73,A,1,53
54,74,A,1,54
55,75,A,1,55
56,76,A,1,56
57,77,A,1,57
58,78,A,1,58
59,79,A,1,59
80,81,A,2,0
81,82,A,2,1
82,83,A,2,2
83,84,A,2,3
84,85,A,2,4
85,86,A,2,5
86,87,A,2,6
87,88,A,2,7
88,89,A,2,8
89,90,A,2,9
90,91,A,2,10
91,92,A,2,11
92,93,A,2,12
93,94,A,2,13
94,95,A,2,14
95,96,A,2,15
96,97,A,2,16
97,98,A,2,17
98,99,A,2,18
99,80,A,2,19
100,101,A,2,20
101,102,A,2,21
102,103,A,2,22
103,104,A,2,23
104,105,A,2,24
105,106,A,2,25
106,107,A,2,26
107,108,A,2,27
108,109,A,2,28
109,110,A,2,29
110,111,A,2,30
111,112,A,2,31
112,113,A,2,32
113,114,A,2,33
114,115,A,2,34
115,116,A,2,35
116,117,A,2,36
117,118,A,2,37
118,119,A,2,38
119,100,A,2,39
80,100,A,2,40
81,101,A,2,41
82,102,A,2,42
83,103,A,2,43
84,104,A,2,44
85,105,A,2,45
86,106,A,2,46
87,107,A,2,47
88,108,A,2,48
89,109,A,2,49
90,110,A,2,50
91,111,A,2,51
92,112,A,2,52
93,113,A,2,53
94,114,A,2,54
95,115,A,2,55
96,116,A,2,56
97,117,A,2,57
98,118,A,2,58
99,119,A,2,59
120,121,A,3,0
121,122,A,3,1
122,123,A,3,2
123,124,A,3,3
124,125,A,3,4
125,126,A,3,5
126,127,A,3,6
127,128,A,3,7
128,129,A,3,8
129,130,A,3,9
130,131,A,3,10
131,132,A,3,11
132,133,A,3,12
133,134,A,3,13
134,135,A,3,14
135,136,A,3,15
136,137,A,3,16
137,138,A,3,17
138,139,A,3,18
139,120,A,3,19
140,141,A,3,20
141,142,A,3,21
142,143,A,3,22
143,144,A,3,23
144,145,A,3,24
145,146,A,3,25
146,147,A,3,26
147,148,A,3,27
148,149,A,3,28
149,150,A,3,29
150,151,A,3,30
151,152,A,3,31
152,153,A,3,32
153,154,A,3,33
154,155,A,3,34
155,156,A,3,35
156,157,A,3,36
157,158,A,3,37
158,159,A,3,38
159,140,A,3,39
120,140,A,3,40
121,141,A,3,41
122,142,A,3,42
123,143,A,3,43
124,144,A,3,44
125,145,A,3,45
126,146,A,3,46
127,147,A,3,47
128,148,A,3,48
129,149,A,3,49
130,150,A,3,50
131,151,A,3,51
132,152,A,3,52
133,153,A,3,53
134,154,A,3,54
135,155,A,3,55
136,156,A,3,56
137,157,A,3,57
138,158,A,3,58
139,159,A,3,59
160,161,A,4,0
161,162,A,4,1
162,163,A,4,2
163,164,A,4,3
164,165,A,4,4
165,166,A,4,5
166,167,A,4,6
167,168,A,4,7
168,169,A,4,8
169,170,A,4,9
170,171,A,4,10
171,172,A,4,11
172,173,A,4,12
173,174,A,4,13
174,175,A,4,14
175,176,A,4,15
176,177,A,4,16
177,178,A,4,17
178,179,A,4,18
179,160,A,4,19
180,181,A,4,20
181,182,A,4,21
182,183,A,4,22
183,184,A,4,23
184,185,A,4,24
185,186,A,4,25
186,187,A,4,26
187,188,A,4,27
188,189,A,4,28
189,190,A,4,29
190,191,A,4,30
191,192,A,4,31
192,193,A,4,32
193,194,A,4,33
194,195,A,4,34
195,196,A,4,35
196,197,A,4,36
197,198,A,4,37
198,199,A,4,38
199,180,A,4,39
160,180,A,4,40
161,181,A,4,41
162,182,A,4,42
163,183,A,4,43
164,184,A,4,44
165,185,A,4,45
166,186,A,4,46
167,187,A,4,47
168,188,A,4,48
169,189,A,4,49
170,190,A,4,50
171,191,A,4,51
172,192,A,4,52
173,193,A,4,53
174,194,A,4,54
175,195,A,4,55
176,196,A,4,56
177,197,A,4,57
178,198,A,4,58
179,199,A,4,59
200,201,A,5,0
201,202,A,5,1
202,203,A,5,2
203,204,A,5,3
204,205,A,5,4
205,206,A,5,5
206,207,A,5,6
207,208,A,5,7
208,209,A,5,8
209,210,A,5,9
210,211,A,5,10
211,212,A,5,11
212,213,A,5,12
213,214,A,5,13
214,215,A,5,14
215,216,A,5,15
216,217,A,5,16
217,218,A,5,17
218,219,A,5,18
219,200,A,5,19
220,221,A,5,20
221,222,A,5,21
222,223,A,5,22
223,224,A,5,23
224,225,A,5,24
225,226,A,5,25
226,227,A,5,26
227,228,A,5,27
228,229,A,5,28
229,230,A,5,29
230,231,A,5,30
231,232,A,5,31
232,233,A,5,32
233,234,A,5,33
234,235,A,5,34
235,236,A,5,35
236,237,A,5,36
237,238,A,5,37
238,239,A,5,38
239,220,A,5,39
200,220,A,5,40
201,221,A,5,41
202,222,A,5,42
203,223,A,5,43
204,224,A,5,44
205,225,A,5,45
206,226,A,5,46
207,227,A,5,47
208,228,A,5,48
209,229,A,5,49
210,230,A,5,50
211,231,A,5,51
212,232,A,5,52
213,233,A,5,53
214,234,A,5,54
215,235,A,5,55
216,236,A,5,56
217,237,A,5,57
218,238,A,5,58
219,239,A,5,59
20,40,B,128,0
21,41,B,128,1
22,42,B,128,2
23,43,B,128,3
24,44,B,128,4
25,45,B,128,5
26,46,B,128,6
27,47,B,128,7
28,48,B,128,8
29,49,B,128,9
30,50,B,128,10
31,51,B,128,11
32,52,B,128,12
33,53,B,128,13
34,54,B,128,14
35,55,B,128,15
36,56,B,128,16
37,57,B,128,17
38,58,B,128,18
39,59,B,128,19
60,80,B,129,0
61,81,B,129,1
62,82,B,129,2
63,83,B,129,3
64,84,B,129,4
65,85,B,129,5
66,86,B,129,6
67,87,B,129,7
68,88,B,129,8
69,89,B,129,9
70,90,B,129,10
71,91,B,129,11
72,92,B,129,12
73,93,B,129,13
74,94,B,129,14
75,95,B,129,15
76,96,B,129,16
77,97,B,129,17
78,98,B,129,18
79,99,B,129,19
100,120,B,130,0
101,121,B,130,1
102,122,B,130,2
103,123,B,130,3
104,124,B,130,4
105,125,B,130,5
106,126,B,130,6
107,127,B,130,7
108,128,B,130,8
109,129,B,130,9
110,130,B,130,10
111,131,B,130,11
112,132,B,130,12
113,133,B,130,13
114,134,B,130,14
115,135,B,130,15
116,136,B,130,16
117,137,B,130,17
118,138,B,130,18
119,139,B,130,19
140,160,B,131,0
141,161,B,131,1
142,162,B,131,2
143,163,B,131,3
144,164,B,131,4
145,165,B,131,5
146,166,B,131,6
147,167,B,131,7
148,168,B,131,8
149,169,B,131,9
150,170,B,131,10
151,171,B,131,11
152,172,B,131,12
153,173,B,131,13
154,174,B,131,14
155,175,B,131,15
156,176,B,131,16
157,177,B,131,17
158,178,B,131,18
159,179,B,131,19
180,200,B,132,0
181,201,B,132,1
182,202,B,132,2
183,203,B,132,3
184,204,B,132,4
185,205,B,132,5
186,206,B,132,6
187,207,B,132,7
188,208,B,132,8
189,209,B,132,9
190,210,B,132,10
191,211,B,132,11
192,212,B,132,12
193,213,B,132,13
194,214,B,132,14
195,215,B,132,15
196,216,B,132,16
197,217,B,132,17
198,218,B,132,18
199,219,B,132,19
